Category,Brand,Description,Keyword,UPC,MSRP,Quantity,SKU,Color,Size,StyleNumber,StyleName,ParentCategory,Processed_Description,Category_Encoded,Predicted_Category
Accessories - Winter - Gloves & Mittens,Burton,Burton - Deluxe Gore-tex Glove - Keef/Martini - M's L,Burton,193177013376,84.95,0,MEN34573499L,Keef/Martini,L,189941,Men's Deluxe GORE‑TEX Glove,Accessories ,"['burton', 'deluxe', 'gore-tex', 'glove', 'keef/martini', ""'s"", 'l']",16,
Clothing - Winter - Street Wear - Mens,Armada,Armada - Kenlem Fleece - Olive - M's L,Armada,842339179527,119.95,0,KEN18638165L,Olive,L,R00493,Kenlem Fleece,Clothing ,"['armada', 'kenlem', 'fleece', 'olive', ""'s"", 'l']",65,Clothing - Winter - Outerwear - Mens
Snowboard Hardgoods - Accessories/Parts,Dakine,Circle Mat Surf Sunset Os,Dakine,610934382013,12.0,0,CIR213062S,Surf Sunset,OS,10001576,CIRCLE MAT,Snowboard Hardgoods ,"['circle', 'mat', 'surf', 'sunset', 'os']",92,
Logo Merchandise - Clothing - Performance/Tech Tee,Under Armour,Under Armour - Sunlight UA Logo S19 Tech LS - Carbon Heather - XXL,Under Armour,196296283552,39.99,0,UND5035349L,Carbon Heather,XXL,UM0639187H15,S19 Mens Tech LS Tee 2.0,Logo Merchandise ,"['armour', 'sunlight', 'ua', 'logo', 's19', 'tech', 'ls', 'carbon', 'heather', 'xxl']",75,
Snowboard Hardgoods - Bindings - Men,Salomon,Salomon - Trigger Snowboard Bindings - Black - M's M,Salomon,193128660741,199.95,0,TRI13929711M,Black,M,L41509300,TRIGGER,Snowboard Hardgoods ,"['salomon', 'trigger', 'snowboard', 'bindings', 'black', ""'s""]",95,
Accessories - Winter - Gloves & Mittens,Dakine,Crossfire Glove Dark Olive Wildcat M,Dakine,610934361575,35.0,0,CRO31472167M,Dark Olive Wildcat,M,10003137,CROSSFIRE GLOVE,Accessories ,"['crossfire', 'glove', 'dark', 'olive', 'wildcat']",16,
Accessories - Summer - Hats & Ball Caps,Dakine,Dakine - No Zone Hat - Griffin - S/M,Dakine,610934332551,40.0,0,NOZ1869497M,Griffin,S/M,10002897,NO ZONE HAT,Accessories ,"['dakine', 'zone', 'hat', 'griffin', 's/m']",4,
Ski Hardgoods - Boots,Salomon,Salomon - Select 90 - Black/Belluga/Rainy - 25/25.5,Salomon,193128640941,425.0,0,SEL246714155,Black,25/25.5,L41498300,SELECT 90,Ski Hardgoods ,"['salomon', 'select', '90', 'black/belluga/rainy', '25/25.5']",83,Ski Hardgoods - Boots - Men
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Leather Titan Gore-Tex Glove - Carbon - XL,Dakine,610934364187,80.0,2,LEA32631196L,Carbon,XL,10003155,LEATHER TITAN GORE-TEX  GLOVE,Accessories ,"['dakine', 'leather', 'titan', 'gore-tex', 'glove', 'carbon', 'xl']",16,Accessories - Winter - Gloves & Mittens
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Snow Lodge Slipper - Black/White - 9,Vans,195440309391,80.0,0,USN438388039,(Y28) Black/White,9,VN0A5JI3Y28,U SNOW LODGE SLIPPER MID VANSGUARD,Accessories ,"['vans', 'snow', 'lodge', 'slipper', 'black/white', '9']",11,Accessories - Winter - Gloves & Mittens
Ski Hardgoods - Boots - Women,Nordica,Nordica - Speedmachine 95 W Ski Boots - Black/Anthracite/Pink - 25.5,Nordica,888341764498,600.0,0,SPE378564115,Black - Anthracite - Pink,25.5,050H34033A9,SPEEDMACHINE 95 W,Ski Hardgoods ,"['nordica', 'speedmachine', '95', 'w', 'ski', 'boots', 'black/anthracite/pink', '25.5']",86,
Accessories - Winter - Gloves & Mittens,Burton,Burton - Gore-tex Gloves - True Black - Kids M,Burton,193177314671,49.95,0,KID27283989M,True Black,M,104151,Kids' GORE-TEX Gloves,Accessories ,"['burton', 'gore-tex', 'gloves', 'true', 'black', 'kids']",16,
Snowboard Hardgoods - Boots - Women,Burton,Burton - Mint Boa Snowboard Boots -  Blues - W's 6,Burton,193177354615,239.95,0,WOM339503346,Blues,6,131771,Women's Mint BOA® Snowboard Boots,Snowboard Hardgoods ,"['burton', 'mint', 'boa', 'snowboard', 'boots', 'blues', 'w', ""'s"", '6']",104,Clothing - Winter - Outerwear - Womens
Clothing - Shoes,FIVE TEN,FIVE TEN FREERIDER PRO FLAT SHOE - MEN'S CORE BLACK  CLOUD WHITE  CLOUD WHITE 8.5,FIVE TEN,194814248601,150.0,0,FRE317808928,"Cblack,Ftwwht,Ftwwht",8-,FW2822,FREERIDER PRO,Clothing ,"['five', 'ten', 'freerider', 'pro', 'flat', 'shoe', 'men', ""'s"", 'core', 'black', 'cloud', 'white', 'cloud', 'white', '8.5']",37,Clothing - Shoes - Mountain - Mens
Snowboard Hardgoods - Bindings - Men,Burton,Burton - Cartel EST Bindings - Black - M's M,Burton,193177029599,279.95,2,MEN26956842M,Black,Medium,105551,Men's Cartel EST® Binding,Snowboard Hardgoods ,"['burton', 'cartel', 'est', 'bindings', 'black', ""'s""]",95,Snowboard Hardgoods - Bindings - Men
Clothing - Winter - Baselayer - Kids,Terramar,Terramar - Thermolator 2.0 Kids Crew - Dark Grey Melange - L,Terramar,721357414660,30.0,1,KCR19617676L,Dk Grey Melange,L,W7537,K CREW,Clothing ,"['terramar', 'thermolator', '2.0', 'kids', 'crew', 'dark', 'grey', 'melange', 'l']",49,Accessories - Winter - Gloves & Mittens
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Fillmore Trigger Mitt - Cascade Camo - XL,Dakine,194626403366,60.0,0,FIL32658430L,Cascade Camo,XL,10003141,FILLMORE TRIGGER MITT,Accessories ,"['dakine', 'fillmore', 'trigger', 'mitt', 'cascade', 'camo', 'xl']",16,Accessories - Winter - Gloves & Mittens
Accessories - Winter - Gloves & Mittens,Burton,Burton - Gore-tex Glove - Foxglove Violet - W's S,Burton,193177311038,74.95,0,WOM33852669S,Foxglove Violet,S,103601,Women's GORE-TEX Glove,Accessories ,"['burton', 'gore-tex', 'glove', 'foxglove', 'violet', 'w', ""'s""]",16,
Ski Hardgoods - Boots - Men,Fischer,Fischer - RC One X 90 Ski Boots - Black/Yellow - 30.5,Fischer,9002972517068,349.99,0,RCO325017215,Black/Yellow,30.5,U30420,RC ONE X 90 BLACK/BLACK/BLACK/YELLOW,Ski Hardgoods ,"['fischer', 'rc', 'one', 'x', '90', 'ski', 'boots', 'black/yellow', '30.5']",85,X-Country Hardgoods - Boots
Accessories - Winter - Gloves & Mittens,Burton,Burton - Warmest Mittens - Martini Olive/Terra Camo - Kids XS ,Burton,193177316347,64.95,0,KID4772352S,Martini Olive Terra Camo,XS,190551,Kids' Burton Warmest Mittens,Accessories ,"['burton', 'warmest', 'mittens', 'martini', 'olive/terra', 'camo', 'kids', 'xs']",16,
Snowboard Hardgoods - Boots - Men,Vans,Vans - Aura Pro Snowboard Boots - Black/White - M's 12,Vans,192361768030,279.0,0,MAU209051212,Black/White,12,VN0A54G1Y28,M AURA PRO,Snowboard Hardgoods ,"['vans', 'aura', 'pro', 'snowboard', 'boots', 'black/white', ""'s"", '12']",103,
Clothing - Winter - Baselayer - Womens,Burton,Women's Lightweight X Base Layer Pant True Black Xs,Burton,193177007184,54.95,0,WOM42619980S,True Black,XS,222221,Women's Lightweight X Base Layer Pant,Clothing ,"['women', ""'s"", 'lightweight', 'x', 'base', 'layer', 'pant', 'true', 'black', 'xs']",51,
Clothing - Winter - Outerwear - Kids,Quiksilver,Quiksilver - Youth Mash Up Bib - True Black - M/12,Quiksilver,197095017515,164.95,2,YOU413227522,True Black,M/12,EQBTP03049-KVJ0,MASH UP YOUTH SNPT KVJ0,Clothing ,"['quiksilver', 'youth', 'mash', 'bib', 'true', 'black', 'm/12']",54,
Accessories - Winter - Gloves & Mittens,Burton,Burton - Warmest Mittens - Chambray Stripe - Kids S,Burton,193177316378,64.95,0,KID39772070S,Chambray Stripe,S,190551,Kids' Burton Warmest Mittens,Accessories ,"['burton', 'warmest', 'mittens', 'chambray', 'stripe', 'kids']",16,
Accessories - Winter - Helmets,Salomon,Salomon - Grom Visor - Black - Kids M (53-56),Salomon,889645320427,110.0,1,GRO19527748M,Black,KIDS M,L39916300,GROM VISOR,Accessories ,"['salomon', 'grom', 'visor', 'black', 'kids', '53-56']",19,
Clothing - Winter - Street Wear - Womens,Armada,Armada - Babka Fleece - Black - W's S,Armada,842339175635,119.95,0,BAB17456706S,Black,S,R00496,Babka Fleece,Clothing ,"['armada', 'babka', 'fleece', 'black', 'w', ""'s""]",67,
Accessories - Winter - Bags,Dakine,Dakine - Poacher 32L T2 - Black - OS,Dakine,194626409818,199.95,1,POA23934028K,Black,OS,10003574,POACHER 32L,Accessories ,"['dakine', 'poacher', '32l', 't2', 'black', 'os']",12,
Clothing - Winter - Baselayer - Womens,Airblaster,Airblaster - Hoodless Ninja Suit - Lav Camp - W's M,Airblaster,847678211594,140.0,0,WOM27431977M,LCP,M,AB24WNJ3_004,WOMEN'S HOODLESS NINJA SUIT,Clothing ,"['airblaster', 'hoodless', 'ninja', 'suit', 'lav', 'camp', 'w', ""'s""]",51,
X-Country Hardgoods - Poles,Swix,Swix - Elite Touring Poles - Black/Red - 155 CM,Swix,7045952550688,39.99,0,SWI33308427M,Black/Red,155,95061900,Elite,Cross Country,"['swix', 'elite', 'touring', 'poles', 'black/red', '155', 'cm']",107,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Tundra Gore-Tex Mitt - Black - S,Dakine,610934241068,125.0,0,TUN23191532S,Black,S,10002025,TUNDRA GORE-TEX MITT,Accessories ,"['dakine', 'tundra', 'gore-tex', 'mitt', 'black']",16,Accessories - Winter - Gloves & Mittens
Ski Hardgoods - Bindings - Alpine,Salomon,Salomon - Warden MNC 13 Binding - Black/Grey - 115 ,Salomon,889645806921,325.0,0,NWA259668365,Black,C115,L4069640025,N WARDEN MNC 13,Ski Hardgoods ,"['salomon', 'warden', 'mnc', '13', 'binding', 'black/grey', '115']",82,
Clothing - Winter - Outerwear - Mens,Burton,Men's Goretex Ballast Pant Limeade M,Burton,190450988567,209.95,0,MEN30695671M,Limeade,M,149911,Men's GORE‑TEX Ballast Pant,Clothing ,"['men', ""'s"", 'goretex', 'ballast', 'pant', 'limeade']",55,
Clothing - Winter - Street Wear - Mens,Armada,Armada - Kenlem Fleece - Olive - M's S,Armada,842339176533,119.95,0,KEN18470846S,Olive,S,R00493,Kenlem Fleece,Clothing ,"['armada', 'kenlem', 'fleece', 'olive', ""'s""]",65,
Bikes - Electric - Mountain,TREK,FUEL EXe 5 Deore US M Matte Blue Sage,TREK,768682648100,5499.99,0,FUE29906865E,Matte Blue Sage,M,2251650,FUEL EXE 5 DEORE US,Bikes ,"['fuel', 'exe', '5', 'deore', 'us', 'matte', 'blue', 'sage']",23,
Accessories - Winter - Helmets,Salomon,Salomon - Husk Pro Helmet - Black - L (59-62cm),Salomon,195751326209,219.95,2,HUS179710022,Black,L,L41527900,HUSK PRO,Accessories ,"['salomon', 'husk', 'pro', 'helmet', 'black', 'l', '59-62cm']",19,Accessories - Winter - Helmets
Snowboard Hardgoods - Boots - Women,Burton,Burton - Limelight Step On Snowboard Boots - Black - W's 7.5,Burton,193177358224,324.95,0,WOM428744925,Black,7.5,172881,Women's Limelight Step On® Snowboard Boots,Snowboard Hardgoods ,"['burton', 'limelight', 'step', 'snowboard', 'boots', 'black', 'w', ""'s"", '7.5']",104,
Clothing - Winter - Baselayer - Womens,Airblaster,Airblaster - Classic Ninja Suit - Teal Camp Print - W's M,Airblaster,847678157069,120.0,0,AIR42955221M,Teal Camp Print,M,ABWNJ1_003,CLASSIC NINJA SUIT,Clothing ,"['airblaster', 'classic', 'ninja', 'suit', 'teal', 'camp', 'print', 'w', ""'s""]",51,
"Accessories - Winter - Hats, Hoods, Collars",Coal,Coal - Hauler Low Profile Trucker Cap - Olive - OSFM,Coal,840056921856,30.0,0,HAU16887162M,Ilive,OSFM,2202441,Hauler Low,Accessories ,"['coal', 'hauler', 'low', 'profile', 'trucker', 'cap', 'olive', 'osfm']",18,
Clothing - Winter - Baselayer - Womens,Airblaster,Airblaster - Hoodless Ninja Suit - Teal Tribe - W's XS,Airblaster,847678157328,110.0,0,AIR40162928S,Teal Tribe,XS,ABWNJ3_004,WMS HOODLESS NINJA SUIT,Clothing ,"['airblaster', 'hoodless', 'ninja', 'suit', 'teal', 'tribe', 'w', ""'s"", 'xs']",51,
Clothing - Winter - Outerwear - Mens,Armada,Armada - Berg Insulated Jacket - Khaki - M's XL,Armada,842339180264,229.95,0,BER27624190L,Khaki,XL,R00451,Bergs Insulated Jacket,Clothing ,"['armada', 'berg', 'insulated', 'jacket', 'khaki', ""'s"", 'xl']",55,Clothing - Winter - Outerwear - Mens
Face Mask,Coal,Coal - Pleated Face Mask 3 Pack - Black/Charcoal/Navy - L,Coal,840056911918,12.5,0,COA4236483L,Black/Charcoal/Navy,L,2202686,Pleated Face Mask,Face Mask,"['coal', 'pleated', 'face', 'mask', '3', 'pack', 'black/charcoal/navy', 'l']",68,
Clothing - Winter - Street Wear - Mens,Salomon,Salomon - Essential Snowshelter Warm Ted Hoodie - Mallard Blue - M's S,Salomon,193128668846,150.0,0,ESS35313639S,Mallard Blue,S,LC1606400,ESSENTIAL WARM TED HOODIE M,Clothing ,"['salomon', 'essential', 'snowshelter', 'warm', 'ted', 'hoodie', 'mallard', 'blue', ""'s""]",65,
Clothing - Winter - Baselayer - Womens,Burton,Women's Lightweight X Base Layer Pant True Black M,Burton,193177007153,54.95,0,WOM41980841M,True Black,M,222221,Women's Lightweight X Base Layer Pant,Clothing ,"['women', ""'s"", 'lightweight', 'x', 'base', 'layer', 'pant', 'true', 'black']",51,
Accessories - Winter - Helmets,Smith Optics,Smith - Vida MIPS - Matte Bone - Medium (55-59cm),Smith Optics,716736829913,190.0,0,VID23313206M,Matte Bone,Medium,E00510,Vida MIPS,Accessories ,"['smith', 'vida', 'mips', 'matte', 'bone', 'medium', '55-59cm']",19,
Clothing - Socks,Stance,Stance - Hive Crew Socks - Black - L,Stance,190107408202,19.98,0,HIV1455291L,Black,L,A545C20HIV,HIVE CREW,Clothing ,"['stance', 'hive', 'crew', 'socks', 'black', 'l']",44,
Accessories - Summer - Hydration Packs/Bladders/filters,DAKINE,Dakine - Session - Deep Blue - 8L,DAKINE,194626485461,100.0,1,SES19220780S,DEEP BLUE,8L,10003426,SESSION 8L,Accessories ,"['dakine', 'session', 'deep', 'blue', '8l']",6,
Accessories - Summer,DAKINE,Dakine - Pindo Straw Hat - Dark Tide - S/M,DAKINE,194626484372,29.95,0,PIN23415723M,DARK TIDE,SM,10003900,PINDO STRAW HAT,Accessories ,"['dakine', 'pindo', 'straw', 'hat', 'dark', 'tide', 's/m']",0,
Clothing - Winter - Outerwear - Womens,Burton,Women's Crown Weatherproof Pullover Fleece True Black L,Burton,190450928563,84.95,0,WOM47404673L,True Black,L,220201,Women's Crown Weatherproof Pullover Fleece,Clothing ,"['women', ""'s"", 'crown', 'weatherproof', 'pullover', 'fleece', 'true', 'black', 'l']",59,Accessories - Winter - Gloves & Mittens
Ski Hardgoods - Poles,Black Crows,Black Crows - Stans Poles - Black/Green - 130,Black Crows,3662481052625,79.95,0,STA25751888M,Black/Green,130 cm,101491,Stans Poles,Ski Hardgoods ,"['black', 'crows', 'stans', 'poles', 'black/green', '130']",87,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Toddler Scrambler Mitt T2 - Crafty Black - TDM,Dakine,194626501635,30.0,2,DAK35602937M,CRAFTYBLACK,TDM,10002535,DAKINE SCRAMBLER MITT T2,Accessories ,"['dakine', 'toddler', 'scrambler', 'mitt', 't2', 'crafty', 'black', 'tdm']",16,
Clothing - Socks,Stance,Stance - Stride Stripe Crew Socks - Black - S,Stance,190107476294,19.98,0,STR22196209S,Black,S,W448C21STR,STRIDE STRIPE CREW,Clothing ,"['stance', 'stride', 'stripe', 'crew', 'socks', 'black']",44,
Ski Hardgoods - Boots - Men,Salomon,Salomon - S/Pro 120 GW  AT Ski Boots - Blac/ RainyDay/Belluga - M's  28/28.5,Salomon,193128642617,800.0,0,SPR229974755,Black,28/28.5,L41481300,S/PRO 120 GW,Ski Hardgoods ,"['salomon', 's/pro', '120', 'gw', 'ski', 'boots', 'blac/', 'rainyday/belluga', ""'s"", '28/28.5']",85,
Accessories - Winter - Bags,Dakine,Poacher 22L Backpack - Red Earth,Dakine,194626409856,170.0,0,POA26133286H,Red Earth,OS,10003575,POACHER 22L,Accessories ,"['poacher', '22l', 'backpack', 'red', 'earth']",12,
Clothing - Winter - Outerwear - Mens,Burton,Men's Goretex Ballast Pant Dress Blue Xl,Burton,190450988512,209.95,0,MEN33278132L,Dress Blue,XL,149911,Men's GORE‑TEX Ballast Pant,Clothing ,"['men', ""'s"", 'goretex', 'ballast', 'pant', 'dress', 'blue', 'xl']",55,Clothing - Winter - Outerwear - Mens
Ski Hardgoods - Boots - Men,Salomon,Salomon - Shift Pro 100 AT Ski Boots - Petrol Blue/Black - 29/29.5,Salomon,193128304508,725.0,1,SHI399133812,Petrol Blue,11.5/12,L41167900,SHIFT PRO 100 AT,Ski Hardgoods ,"['salomon', 'shift', 'pro', '100', 'ski', 'boots', 'petrol', 'blue/black', '29/29.5']",85,
Clothing - Winter - Outerwear,Obermeyer,Orb Jacket Red 8,Obermeyer,888555802061,139.5,0,ORB137128968,Red,8,61075,Orb Jacket,Clothing ,"['orb', 'jacket', 'red', '8']",53,Clothing - Winter - Outerwear
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Baron Gore-Tex Trigger Mitt - Graphite/Dark Olive - M,Dakine,194626402420,105.0,0,BAR41577329M,Graphite / Dark Olive,M,10002527,BARON GORE-TEX TRIGGER MITT,Accessories ,"['dakine', 'baron', 'gore-tex', 'trigger', 'mitt', 'graphite/dark', 'olive']",16,
Accessories - Winter - Socks,Fox River,Fox River Mills - Prima Lift LW OTC Sock - Maroon - W's Medium,Fox River,087839565931,18.99,0,PRI17705779D,Maroon,Medium,5553,PRIMA LIFT,Accessories ,"['fox', 'river', 'mills', 'prima', 'lift', 'lw', 'otc', 'sock', 'maroon', 'w', ""'s"", 'medium']",20,
Clothing - Winter - Outerwear - Mens - Jackets,Quiksilver,Quiksilver - Fairbanks Jacket - Cub - S,Quiksilver,197095014583,219.95,2,MEN30612380S,Cub,S,EQYTJ03433-CPV0,FAIRBANKS SNJT CPV0,Clothing ,"['quiksilver', 'fairbanks', 'jacket', 'cub']",57,
Ski Hardgoods - Poles,Salomon,Arctic Black   130,Salomon,889645652702,40.0,0,ARC147123680,Black,130,L40559000,ARCTIC,Ski Hardgoods ,"['arctic', 'black', '130']",87,
Accessories - Summer - Clothing - Shoes - Street,Vans,Vans - BMX Old Skool Shoes - Black/Grey/White - M's 12,Vans,195437385506,75.0,0,MBM31156982,(9Bg) Black/Gray/White,12,VN0A5JIP9BG,M BMX OLD SKOOL,Accessories ,"['vans', 'bmx', 'old', 'skool', 'shoes', 'black/grey/white', ""'s"", '12']",3,
Ski Hardgoods - Poles,Armada,Armada - Triad Ski Poles - Black/Green - 120cm,Armada,842339151172,39.95,0,TRI186072570,Black/Green,120,RJ0000066,TRIAD,Ski Hardgoods ,"['armada', 'triad', 'ski', 'poles', 'black/green', '120cm']",87,
Accessories - Winter - Socks,Burton,Burton - Performance Midweight Sock - Blanket Stripe - W's S/M,Burton,193177313773,29.95,0,WOM45239434M,Blanket Stripe,S\M,100601,Women's Performance Midweight Sock,Accessories ,"['burton', 'performance', 'midweight', 'sock', 'blanket', 'stripe', 'w', ""'s"", 's/m']",20,
Accessories - Winter - Goggles,Smith Optics,"Smith - Proxy Goggles - Gold Bar, ChromaPop Sun Black ",Smith Optics,716736828305,150.0,1,PRO3165280S,Gold Bar | ChromaPop Sun Black,OS,M00741,Proxy,Accessories ,"['smith', 'proxy', 'goggles', 'gold', 'bar', 'chromapop', 'sun', 'black']",17,
Clothing - Winter - Outerwear - Womens,Armada,Helena Insulated Jacket Black Medium,Armada,842339160334,209.95,0,HEL32318851M,Black,Medium,R00383020,Helena Insulated Jacket,Clothing ,"['helena', 'insulated', 'jacket', 'black', 'medium']",59,
"Accessories - Winter - Hats, Hoods, Collars",Coal,Coal - Frena Beanie - Teal Stripe - OSFM,Coal,840056907430,24.0,0,COA2936601M,Teal Stripe,OSFM,2202079,Frena,Accessories ,"['coal', 'frena', 'beanie', 'teal', 'stripe', 'osfm']",18,
Clothing - Winter - Outerwear,Obermeyer,Obermeyer - Keystone Pant - Black - Teen's M,Obermeyer,888555573725,89.5,5,KEY18112870M,Black,M,75100,Keystone Pant,Clothing ,"['obermeyer', 'keystone', 'pant', 'black', 'teen', ""'s""]",53,
Clothing - Winter - Baselayer - Mens,Airblaster,Airblaster - Classic Ninja Suit - Grey - XL,Airblaster,847678210191,150.0,0,CLA21616286L,GRY,XL,AB24MNJ1_004,CLASSIC NINJA SUIT,Clothing ,"['airblaster', 'classic', 'ninja', 'suit', 'grey', 'xl']",50,
Accessories - Winter - Socks,Stance,Stance - Solemnly Swear Sock - Black - L,Stance,190107480185,19.98,0,SOL19875195L,Black,L,A555D21SOL,SOLEMNLY SWEAR,Accessories ,"['stance', 'solemnly', 'swear', 'sock', 'black', 'l']",20,
Accessories - Winter - Baselayers,Terramar,Terramar - M PANT DK GREY MELANGE S,Terramar,721357453362,45.0,3,TER27267142S,DK GREY MELANGE,S,W7541,M PANT,Accessories ,"['terramar', 'pant', 'dk', 'grey', 'melange']",13,
Clothing - Winter - Outerwear - Womens,Salomon,Salomon - Slalom Jacket - White/Ebony/Cumin - W's S,Salomon,193128693411,350.0,0,SLA29838956S,White,S,LC1566500,SLALOM JACKET W,Clothing ,"['salomon', 'slalom', 'jacket', 'white/ebony/cumin', 'w', ""'s""]",59,
Accessories - Summer - Hats & Ball Caps,Armada,Armada - Standard Hat - Camo - OSFA,Armada,842339164295,24.95,0,STA19112085A,Camo,OSFA,R00422010,Standard Hat,Accessories ,"['armada', 'standard', 'hat', 'camo', 'osfa']",4,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Nova Mitt T1 - Black/Grey - XL,Dakine,194626511993,50.0,0,DAK27774756L,BLACKGREY,XL,10003977,DAKINE NOVA MITT T1,Accessories ,"['dakine', 'nova', 'mitt', 't1', 'black/grey', 'xl']",16,Accessories - Winter - Gloves & Mittens
Clothing - Winter - Street Wear - Mens,Airblaster,Airblaster - Beast Regulator 1/4 ZIP - Cobalt - XL,Airblaster,847678215578,180.0,0,BEA27479940L,COL,XL,AB24MLFJ_225B,BEAST REGULATOR 44930 ZIP,Clothing ,"['airblaster', 'beast', 'regulator', '1/4', 'zip', 'cobalt', 'xl']",65,
Clothing - Socks,Stance,Pizza Face Whiteblack L,Stance,190107572040,14.99,0,PIZ20110077L,WHITEBLACK,L,A556A24PIZ,PIZZA FACE,Clothing ,"['pizza', 'face', 'whiteblack', 'l']",44,
Ski Hardgoods - Boots - Men,Head - Tyrolia,Head - Edge Lyt 90 Ski Boots - Black/Green - M's 25.5,Head - Tyrolia,194151608991,349.0,0,EDG22506625,Black/Green,255,609238,EDGE LYT 90   BLACK / GREEN,Ski Hardgoods ,"['head', 'edge', 'lyt', '90', 'ski', 'boots', 'black/green', ""'s"", '25.5']",85,
Clothing - Winter - Outerwear - Womens - Jackets,Burton,Burton - Lelah Jacket - True Black - W's XS,Burton,193177288248,229.95,0,WOM28940005S,True Black,XS,205411,Women's Lelah Jacket,Clothing ,"['burton', 'lelah', 'jacket', 'true', 'black', 'w', ""'s"", 'xs']",61,Clothing - Winter - Outerwear - Mens
Ski Hardgoods - Poles,Salomon,Kaloo Junior Pink   90,Salomon,193128282622,25.0,0,KAL176015670,Pink,90,L41174700,KALOO JUNIOR,Ski Hardgoods ,"['kaloo', 'junior', 'pink', '90']",87,Ski Hardgoods - Poles
Clothing - Winter - Outerwear - Mens,Obermeyer,Obermeyer - Keystone Pant - Black - M,Obermeyer,888555573251,109.5,1,KEY18469642M,Black,M,25102,Keystone Pant,Clothing ,"['obermeyer', 'keystone', 'pant', 'black']",55,
